"price","retail_price","units_sold","uses_ad_boosts","rating ","countries_shipped_to","origin_country","merchant_title","merchant_rating","product_id","discount","sales_revenue","units_sold_volume"
14,12,5000,1,4.06,43,"CN","sjhdstoer",4.01,"5c80e8a150c63d28c67b8f14",-16.67,70000,"Medium"
14,27,5000,0,3.52,43,"CN","yangyanlin",3.96,"5c35bcc4b7d2d236938ad925",48.15,70000,"Medium"
7,6,10000,0,4.41,17,"CN","high flags",4.1,"5b039ca98d537915d3dd0071",-16.67,70000,"Medium High"
7,6,10000,1,3.84,20,"CN","guanzhimin",4.06,"5cce7e4242b1b85f6d3e5fa6",-16.67,70000,"Medium High"
7,6,10000,0,4.34,37,"CN","a small tw",4.29,"5b04d636306ac3182e2481f9",-16.67,70000,"Medium High"
7,6,10000,0,4.11,31,"CN","galowtew",4.07,"5c1c89326432f859634aa737",-16.67,70000,"Medium High"
7,7,10000,0,3.55,45,"CN","justfashio",3.99,"5c99cb32780afa57da3af9e0",0.00,70000,"Medium High"
7,9,10000,1,4.47,43,"CN","yangboyang",4.16,"5adf04b7f3bcca2a870d2104",22.22,70000,"Medium High"
7,9,10000,1,4.19,43,"CN","cenic beau",4.11,"5cef3ca4dd762342f4a4df7a",22.22,70000,"Medium High"
14,89,5000,1,3.43,40,"CN","skrt",4.23,"5d5bdbeb59a0f0065186c860",84.27,70000,"Medium"
7,13,10000,0,3.12,42,"CN","shishishi",3.85,"5dd39d1da55d5466dc560252",46.15,70000,"Medium High"
7,26,10000,0,3.86,33,"CN","luowei clo",4,"5cc5363ab90e2b5649a53b80",73.08,70000,"Medium High"
7,6,10000,1,3.48,39,"CN","szlcgc777",4,"5ad95b9007c7b46572687a5d",-16.67,70000,"Medium High"
7,16,10000,1,3.94,54,"CN","houxiandai",4.15,"5ccbd380b8ceed67d64eb36e",56.25,70000,"Medium High"
7,23,10000,0,3.98,40,"CN","simple_sty",4.29,"5a309e7c2495d43e9bd63486",69.57,70000,"Medium High"
14,12,5000,0,3.83,41,"CN","shenzhenxi",3.96,"59fd51ba9e82590b7bf7ad16",-16.67,70000,"Medium"
14,68,5000,1,3.44,40,"CN","summernigh",4.23,"5cf66417936ead236e2015d1",79.41,70000,"Medium"
7,6,10000,0,3.35,47,"CN","gaowenxiao",3.73,"5d332bbdc15e48119789c2ae",-16.67,70000,"Medium High"
14,12,5000,0,3.94,41,"CN","persisttre",4.11,"5ac343da7ddb0617e9b95919",-16.67,70000,"Medium"
14,26,5000,0,4.12,43,"CN","minyuehuai",4.11,"5ccd5605944e530bfb02d203",46.15,70000,"Medium"
7,6,10000,0,3.88,48,"CN","guangzhouw",3.88,"5cb9e5b3f80ccb4a33211329",-16.67,70000,"Medium High"
14,12,5000,1,3.75,37,"CN","liuani",4.03,"5b5c11f425298226bf0cfad6",-16.67,70000,"Medium"
7,84,10000,0,3.93,41,"CN","surper bou",4.03,"5acefb2f16d944554a579745",91.67,70000,"Medium High"
7,16,10000,0,3.71,45,"CN","shen fashi",3.91,"5d9d842eb20dc815d33f5749",56.25,70000,"Medium High"
7,7,10000,0,3.85,31,"CN","good999",4.18,"5d2c298f71a914273558a31e",0.00,70000,"Medium High"
13,51,5000,0,3.61,43,"CN","praden",3.95,"5eb8d93dbd495919c2a0feb6",74.51,65000,"Medium"
13,68,5000,1,3.97,38,"CN","fashionfor",4.26,"5a98b8cd414de27e9ef44d4a",80.88,65000,"Medium"
13,11,5000,1,3.88,19,"CN","vibrance_b",3.98,"5c89fb9f548adf55f587bb22",-18.18,65000,"Medium"
13,17,5000,0,4.11,43,"CN","eeeeffff88",3.91,"5d2432e4e991b724c8327597",23.53,65000,"Medium"
13,68,5000,0,3.79,66,"US","nacylucy",4.24,"5a35a744daa5c76df424c228",80.88,65000,"Medium"
6,17,10000,0,4.35,40,"CN","allstars",4.14,"57a940f74b2a7418992a07f4",64.71,60000,"Medium High"
6,10,10000,0,4.06,25,"CN","wwenliping",4.19,"5b812c6bad9cf525ee514516",40.00,60000,"Medium High"
6,6,10000,1,3.6,20,"CN","champion_2",3.94,"5e12e142f1166c04c1948efb",0.00,60000,"Medium High"
6,6,10000,1,3.96,35,"CN","bebebebe w",4.09,"5d22bc01b1f60206f29d77e1",0.00,60000,"Medium High"
12,13,5000,1,3.91,42,"CN","huhaniu",4.02,"5e689c86003bf60050ae0be1",7.69,60000,"Medium"
6,8,10000,1,3.79,6,"CN","songluping",4.07,"5ccd040271a18b65332a83d7",25.00,60000,"Medium High"
6,6,10000,1,4,35,"CN","f40051ab1z",3.97,"5d4105bcde7d5d3b599eaa26",0.00,60000,"Medium High"
12,11,5000,0,3.11,29,"CN","zanglixia5",3.78,"5e59d0872190531f19135384",-9.09,60000,"Medium"
12,11,5000,0,3.34,14,"CN","jeansde",3.68,"5d156736078e6e75b5404077",-9.09,60000,"Medium"
6,142,10000,1,3.78,41,"CN","007 fashio",4.12,"5abf2ef62ef55168ca71bd15",95.77,60000,"Medium High"
6,9,10000,1,4.08,41,"CN","cxuelin991",4.22,"5d5fadc99febd9356cbc52ee",33.33,60000,"Medium High"
6,31,10000,0,4.09,45,"CN","tianjianyi",4.28,"5b10c4ef431b7342aadace18",80.65,60000,"Medium High"
6,7,10000,0,3.75,31,"CN","grace styl",4.06,"5cf608da188cc348c6d66b74",14.29,60000,"Medium High"
12,168,5000,0,4.09,52,"CN","ocean5for8",4.39,"5b3dd07615e1a54aa30f6117",92.86,60000,"Medium"
6,76,10000,1,4.29,32,"CN","weshamazoo",4.18,"5ac31ba3a9cca9278bbf44d5",92.11,60000,"Medium High"
6,6,10000,0,4.29,39,"CN","rainbowmal",4.31,"588c54fb6661e84246a8aa71",0.00,60000,"Medium High"
3,3,20000,1,4.12,49,"CN","smart home",4.12,"5c9853b1d2430a5b7500f4b6",0.00,60000,"High"
12,11,5000,0,3.96,41,"CN","persisttre",4.11,"5ea11b7fdb5ebf040c8e489d",-9.09,60000,"Medium"
6,9,10000,0,4.04,41,"CN","benna",4.03,"5b0927944d25b81c6083a63f",33.33,60000,"Medium High"
12,16,5000,0,3.28,20,"CN","yushimaoyi",3.9,"5d1709377d85c3451136583b",25.00,60000,"Medium"
12,26,5000,0,4.16,43,"CN","yiliannvha",4.1,"5ccd5797cb8529092f1cace5",53.85,60000,"Medium"
6,6,10000,0,4.34,49,"CN","zhaowenxia",4.32,"5c89b88e9a4d0e31e7532778",0.00,60000,"Medium High"
12,11,5000,0,3.6,43,"CN","longfashio",4.12,"5d130908ce76c95e615be75c",-9.09,60000,"Medium"
6,8,10000,0,3.96,43,"CN","young's bo",3.8,"5a5db5398988991d7f7aec44",25.00,60000,"Medium High"
12,59,5000,0,3.47,41,"CN","chenqinq",4.06,"5e1441859fe5367b00bb3b54",79.66,60000,"Medium"
12,17,5000,0,3.94,43,"CN","xiaoameiyo",3.98,"5e5f5289a950c34147f0d94b",29.41,60000,"Medium"
12,11,5000,0,3.68,139,"CN","hwalee",3.78,"5d66eb53d2bde654e2b948de",-9.09,60000,"Medium"
5.9,5,10000,0,3.64,30,"CN","cp7438",3.95,"5de079e771151e6e9e85ee05",-18.00,59000,"Medium High"
5.85,5,10000,0,3.55,20,"CN","champion_2",3.94,"5c2320b1c68b9858ff6fff97",-17.00,58500,"Medium High"
5.84,5,10000,0,3.45,48,"CN","guangzhouw",3.88,"5cd1cbb1b5d96721e0a6b346",-16.80,58400,"Medium High"
5.83,5,10000,1,4.22,35,"CN","hellohorse",4.15,"5c91e1ecb14bfa747e277427",-16.60,58300,"Medium High"
5.78,26,10000,0,3.84,37,"CN","li wl shop",3.98,"5cc5464bef87096336ab0583",77.77,57800,"Medium High"
5.77,5,10000,0,3.85,43,"CN","hanqidress",3.98,"5c36df7cc86a911c10f32184",-15.40,57700,"Medium High"
5.74,5,10000,1,3.61,50,"CN","redisland",4.15,"5cd3e32fd908537780580e43",-14.80,57400,"Medium High"
5.68,7,10000,0,3.89,41,"CN","nanguoguan",4.05,"5c40402ec4dae35993974402",18.86,56800,"Medium High"
2.83,3,20000,1,3.62,20,"SG","recherche.",3.92,"5dd900306a7d4f0c672f6e30",5.67,56600,"High"
5.66,5,10000,1,4.29,138,"CN","solid valu",4.36,"5c4a036b77c75a26fc78fb02",-13.20,56600,"Medium High"
5.65,25,10000,0,3.65,43,"CN","eris's sto",4.02,"5eaa763d431fea1e04e210ea",77.40,56500,"Medium High"
11,10,5000,0,3.72,25,"CN","besagift",4.27,"5aec22cec25735338c544690",-10.00,55000,"Medium"
11,38,5000,0,3.91,63,"CN","886806blw",4.27,"5a6ac6f9227c62493f93b53e",71.05,55000,"Medium"
11,10,5000,0,3.84,69,"CN","uranus",4.26,"57416238fc6f7d5d698f3c9f",-10.00,55000,"Medium"
11,10,5000,0,4.03,14,"CN","wdhdage",3.87,"5d11bfcf5ac86e1fbfb52b8f",-10.00,55000,"Medium"
11,50,5000,0,3.45,43,"CN","snowgirl",3.97,"5c36e83cc7d0216a7835b7a1",78.00,55000,"Medium"
11,12,5000,0,3.45,79,"CN","tinaglobal",3.95,"5ad1ac1b81260b40b40c6b2b",8.33,55000,"Medium"
11,88,5000,0,4.1,35,"CN","aristotle",4.02,"5ae5ad725194c9720b59d1d2",87.50,55000,"Medium"
11,10,5000,0,3.34,30,"CN","younger st",3.96,"5937cd7fb6a2cd0ccdbef91c",-10.00,55000,"Medium"
11,10,5000,1,3.87,35,"CN","totototo m",3.92,"5d22a5c3b1ae313fdb4801da",-10.00,55000,"Medium"
11,10,5000,0,3.13,24,"CN","hzxuch",3.82,"5c8f86e0f842ba52b8c19009",-10.00,55000,"Medium"
11,10,5000,0,4.34,20,"CN","so crazy e",4.08,"5c39d2fca958dc1dd6b0cc64",-10.00,55000,"Medium"
11,10,5000,0,3.64,24,"CN","fengjinyin",3.91,"5cc2d24035b846634f67558a",-10.00,55000,"Medium"
11,11,5000,1,3.59,44,"CN","new lucky",4.2,"5aa8cd7b2c3a22301d352e25",0.00,55000,"Medium"
11,10,5000,0,3.96,23,"CN","jingka",4.25,"5b1f9afe694fab75ca9fa8ea",-10.00,55000,"Medium"
11,17,5000,0,3.26,37,"CN","chenmo sho",3.84,"5d3d64184aa4784e026ef969",35.29,55000,"Medium"
11,38,5000,0,4.11,28,"CN","zengzhaoti",4.17,"5eaa4aead761a603014a1d64",71.05,55000,"Medium"
11,108,5000,0,2.95,52,"CN","xiaojun579",3.87,"5d6e5c9b045a156519de6483",89.81,55000,"Medium"
11,10,5000,0,3.56,41,"CN","leemin",3.88,"5e40f1398d75d64239efbb87",-10.00,55000,"Medium"
11,26,5000,1,4.04,46,"CN","oizen",4.47,"5923db899009d70e4319514f",57.69,55000,"Medium"
11,10,5000,0,3.91,52,"CN","pwiuxuus",4.15,"5d43cfe54fa3e47d9280ef5d",-10.00,55000,"Medium"
11,10,5000,0,4.23,48,"CN","jjqiiozoqv",4.27,"5cda28715a88ef05656ef440",-10.00,55000,"Medium"
11,10,5000,1,4.26,38,"CN","szltht999",4.1,"5ac31900e114ef38d7fb09dc",-10.00,55000,"Medium"
11,10,5000,0,4.05,54,"CN","qinjingjin",4.06,"5d2d750dc7bd0127fe8cc50e",-10.00,55000,"Medium"
11,10,5000,1,3.2,28,"CN","shuilingji",4.08,"5d27f983780e69046e93254c",-10.00,55000,"Medium"
11,11,5000,1,4.16,37,"CN","chailing",4.05,"5a2f7cdb5cc9a60fadb7abc6",0.00,55000,"Medium"
2.71,3,20000,0,4.03,38,"CN","mermaid 's",4.05,"586f25ca9365e96fd0d1c09f",9.67,54200,"High"
2.65,3,20000,0,3.4,31,"CN","women's fa",4.32,"5d3009fcff0f8e20ef73d344",11.67,53000,"High"
5,5,10000,0,3.94,48,"CN","guangzhouw",3.88,"5cba00c59cff0a2ef7bb8df3",0.00,50000,"Medium High"
5,25,10000,1,4.19,43,"CN","jiangshanp",3.87,"5e478ea274ebb43c45f5615d",80.00,50000,"Medium High"
5,5,10000,1,3.88,50,"CN","redisland",4.15,"5cb3f6030aa3a43bd26d5af9",0.00,50000,"Medium High"
5,5,10000,1,3.82,63,"CN","brittany",4.15,"57d3bc906cfeb9135f44ded5",0.00,50000,"Medium High"
4.94,5,10000,1,3.93,49,"CN","smart home",4.12,"5d2407e66e8e037b4dd9fad3",1.20,49400,"Medium High"
4.81,5,10000,0,3.84,40,"CN","love fashi",4,"5d0b625666b2734958f627dd",3.80,48100,"Medium High"
4.81,76,10000,0,4.16,39,"CN","taishon",3.93,"5b74c8f200e4c40836165131",93.67,48100,"Medium High"
4.67,4,10000,1,3.92,138,"CN","pure fashi",4.26,"5d157312e38c8c047ea116f3",-16.75,46700,"Medium High"
4.67,4,10000,1,4.28,138,"CN","pure fashi",4.26,"5d0c8dd26404871188ddf01d",-16.75,46700,"Medium High"
4.66,5,10000,0,4.28,41,"CN","home stuff",4.39,"5ab5c9b75194c936ddbdd8e7",6.80,46600,"Medium High"
9,8,5000,0,3.9,21,"CN","caohongbo",4.06,"5df1d0a2c7f18f0857cc1798",-12.50,45000,"Medium"
9,8,5000,0,4.03,42,"CN","girls' sho",4.19,"5ad714f9c4791873311ac156",-12.50,45000,"Medium"
9,50,5000,0,3.6,43,"CN","sangery",4,"5afa87619987a56b4ae7405c",82.00,45000,"Medium"
9,8,5000,0,3.75,41,"CN","jmm926",3.82,"5dd624d86c7b2c9de52362af",-12.50,45000,"Medium"
9,8,5000,0,4.28,39,"CN","taishon",3.93,"5c6ccaed29eb172d628bb404",-12.50,45000,"Medium"
9,13,5000,1,3.75,36,"CN","aa388ps",4.06,"5d4bb45c3ff22e4754d51846",30.77,45000,"Medium"
9,8,5000,1,3.89,26,"CN","chaokelaih",4.05,"5cd5116066c86729ee53cc1e",-12.50,45000,"Medium"
9,8,5000,0,4.08,36,"CN","zhongminju",4.04,"5d3127cd4d7c340fd86ad244",-12.50,45000,"Medium"
9,8,5000,1,4.41,36,"CN","pentiumhor",4.14,"5cda2dc154645202d0458a14",-12.50,45000,"Medium"
9,8,5000,0,3.65,20,"CN","zhaojinghu",3.99,"5b21200c62ecd114b51a00f4",-12.50,45000,"Medium"
9,8,5000,0,3.68,43,"CN","molesfashi",3.95,"5ae9344787ff841c9ab69b79",-12.50,45000,"Medium"
9,8,5000,1,3.61,41,"CN","ooww fashi",3.95,"57f70798531e39192c0db8e6",-12.50,45000,"Medium"
9,33,5000,0,3.81,45,"CN","sammy ",4.17,"5b035ff3bc3b6a7a3e91811b",72.73,45000,"Medium"
9,8,5000,0,4.29,55,"US","lees close",4.15,"5cad4ef199e9b858928efbff",-12.50,45000,"Medium"
9,8,5000,0,3.47,32,"CN","justloveme",3.98,"5e8d606bda3e443b5e67bc29",-12.50,45000,"Medium"
9,8,5000,1,4.08,33,"CN","wow bang",4.11,"5d10a119f11faf10003b52c9",-12.50,45000,"Medium"
9,8,5000,0,3.08,24,"CN","fengjinyin",3.91,"5d19be93231caf73e46ccc12",-12.50,45000,"Medium"
9,8,5000,1,4.03,33,"CN","wow bang",4.11,"5ceb62be9795ee4693f2cd00",-12.50,45000,"Medium"
9,8,5000,1,3.8,43,"CN","sonick",4.14,"5d11e3e51bb88e735249cbbb",-12.50,45000,"Medium"
9,8,5000,0,4.06,41,"CN","fashion tr",4,"5c879aba202e6b38cd317164",-12.50,45000,"Medium"
9,51,5000,0,4.11,43,"CN","sjhdstoer",4.01,"5e9693535690ff1a49098d4f",82.35,45000,"Medium"
9,8,5000,1,4.22,43,"CN","sundaterly",4.09,"5c9b5efc65b4b3700cd6c679",-12.50,45000,"Medium"
9,19,5000,1,3.97,64,"CN","yulingh",4.02,"5dc3b1f9896ffb0bdbd02d76",52.63,45000,"Medium"
8,50,5000,1,4.26,27,"CN","loveisabic",3.86,"5cfc84de83993d32af5257e9",84.00,40000,"Medium"
8,8,5000,1,4.03,41,"CN","allenfan",4.02,"5cedf17ad1d44c52c59e4aca",0.00,40000,"Medium"
8,27,5000,1,3.98,43,"CN","beauties",4.22,"5b0e75f106c2bc706f82561e",70.37,40000,"Medium"
8,17,5000,1,3.94,43,"CN","duoleh",4.05,"5b06754d91d2cf12f07c6988",52.94,40000,"Medium"
2,3,20000,0,4.09,38,"CN","mermaid 's",4.05,"590c2cf4ff4b3e7b335e6a7e",33.33,40000,"High"
8,7,5000,1,3.7,38,"CN","lyxljcktws",4.18,"5c63b75850c63d6a9bfe634a",-14.29,40000,"Medium"
8,7,5000,0,3.94,21,"CN","top 1 toyo",4.18,"5d2bf4ce06f96e2cd64772d4",-14.29,40000,"Medium"
8,7,5000,0,4.23,21,"CN","shaomengna",4.25,"5dc188b6e2abd414a2bcb144",-14.29,40000,"Medium"
8,7,5000,1,4.02,43,"CN","cenic beau",4.11,"5acb0ab0a69e66115b133cec",-14.29,40000,"Medium"
8,7,5000,1,3.66,32,"CN","shishaokan",4,"5e16bf595457ab0a563485ea",-14.29,40000,"Medium"
8,7,5000,1,3.6,139,"CN","utoa.sport",4.13,"5cc004928e117425a916426b",-14.29,40000,"Medium"
8,7,5000,1,3.71,50,"CN","lalala fas",3.86,"5e9ea82f6171be39047899cd",-14.29,40000,"Medium"
8,7,5000,1,3.53,42,"CN","wangdandan",3.9,"5ced017c4e909a5584d1ff08",-14.29,40000,"Medium"
8,7,5000,1,3.57,41,"CN","hellocome",3.95,"5cefa120731ea53346708575",-14.29,40000,"Medium"
4,4,10000,1,3.45,45,"CN","008fashion",4.15,"5c2f4fd85c994c42faf7c82b",0.00,40000,"Medium High"
8,7,5000,1,3.32,48,"CN","realmhome",3.94,"5cff1056c76d52288fac419d",-14.29,40000,"Medium"
8,7,5000,0,4.3,36,"CN","luojiayush",4.29,"5c340c2b31825e42ca62d69a",-14.29,40000,"Medium"
8,7,5000,0,4.14,36,"CN","sweat moly",4.3,"599e9345064610593dba223e",-14.29,40000,"Medium"
8,42,5000,0,4.47,48,"CN","jjqiiozoqv",4.27,"5cb934f3a866551356e5f254",80.95,40000,"Medium"
4,4,10000,0,4.03,41,"CN","fantastic_",4.31,"599624c59e41a0342218c883",0.00,40000,"Medium High"
8,7,5000,0,4.34,43,"CN","makingsupe",4.01,"5afbce54b0708d5b7ca09377",-14.29,40000,"Medium"
8,7,5000,1,3.99,23,"CN","suyi techn",4.05,"5d2d40ad6044b50685483ae7",-14.29,40000,"Medium"
8,65,5000,0,4.14,93,"CN","pinksnow",4.06,"591a98617e26c61eceb2a581",87.69,40000,"Medium"
8,7,5000,1,3.6,28,"CN","shuilingji",4.08,"5ce604beadbdfb572729ca3f",-14.29,40000,"Medium"
8,25,5000,0,4,43,"CN","longfashio",4.12,"5ebe24ca1c5e1d1d5306a00b",68.00,40000,"Medium"
8,58,5000,0,3.45,43,"CN","htaassw",4.19,"5aed1470e9b72317ade10c19",86.21,40000,"Medium"
8,9,5000,1,4.07,43,"CN","cenic beau",4.11,"5d10313c6903be601a68191d",11.11,40000,"Medium"
8,7,5000,1,4.02,38,"CN","sz globe f",4.05,"5c5fce98075d674a6acc7b84",-14.29,40000,"Medium"
2,2,20000,1,3.65,36,"CN","pentiumhor",4.14,"5cc2ce18bc97595b6549fa14",0.00,40000,"High"
8,7,5000,1,3.8,44,"CN","new lucky",4.2,"5c9450f3dd30f5586dfa47f0",-14.29,40000,"Medium"
8,8,5000,0,4.14,41,"CN","yuhkgmaal",3.8,"5d6f980190bd5f5694d25a6d",0.00,40000,"Medium"
8,122,5000,1,4,34,"CN","maylin1230",4.2,"5b220a09415f47162c1c155e",93.44,40000,"Medium"
8,17,5000,0,4.47,40,"CN","fashion be",4.4,"5cc2af5ba1aa1959ad4341b8",52.94,40000,"Medium"
8,7,5000,0,3.39,43,"CN","hallerail",4.04,"5c0f719d4901112e08cf971f",-14.29,40000,"Medium"
8,7,5000,1,4.1,43,"CN","dream_stud",4.32,"59d5d6a6765fdd2dc2d6ed2a",-14.29,40000,"Medium"
8,7,5000,1,3.69,33,"CN","owlzaw",4.28,"5b1f7d6c3c6b9b16c50a857c",-14.29,40000,"Medium"
3.88,5,10000,0,3.66,41,"CN","chuanpu",4.02,"5a1d08e7cd0e681313a1dbde",22.40,38800,"Medium High"
3.83,4,10000,0,3.64,48,"CN","guangzhouw",3.88,"5cbaa75474447f0309226366",4.25,38300,"Medium High"
3.74,55,10000,1,4.23,41,"CN","kuailem",4.03,"5bbd48c6cde8402bfd4e18e0",93.20,37400,"Medium High"
3.67,4,10000,1,4.31,138,"CN","hentol",4.4,"5d03bea61eff7835fb25338b",8.25,36700,"Medium High"
7,159,5000,0,3.39,41,"CN","pumpkincar",4.08,"5bac96d54b784e1e83636983",95.60,35000,"Medium"
7,34,5000,0,3.81,43,"CN","makingsupe",4.01,"5eaa6872e868273dd4f538d2",79.41,35000,"Medium"
7,7,5000,0,3.32,31,"CN","singing  t",4.06,"5ca219bb68678434f74cc82a",0.00,35000,"Medium"
7,6,5000,0,3.23,13,"CN","cyh888",3.69,"5c9c7c98b453e26d96b0341f",-16.67,35000,"Medium"
7,50,5000,0,4.02,43,"CN","snowgirl",3.97,"5c88742f9a4d0e68dc7148c2",86.00,35000,"Medium"
7,26,5000,0,3.59,33,"CN","luowei clo",4,"5cd6627aa116696ad5a74fe4",73.08,35000,"Medium"
7,56,5000,1,4.16,41,"CN","owiner",4,"5b73bf7b7594b445df99384e",87.50,35000,"Medium"
7,6,5000,1,3.67,138,"CN","pure fashi",4.26,"5d15731024c17f6b8b9bd97a",-16.67,35000,"Medium"
7,25,5000,0,3.5,27,"CN","anqiyila",4.19,"5ccea5c767c5606e6f8022b1",72.00,35000,"Medium"
7,47,5000,0,4.02,42,"CN","spy89ping@",3.94,"5ce3aefa37b2e67944a89146",85.11,35000,"Medium"
7,6,5000,0,3.29,46,"CN","kallyett",3.87,"5d9cbb8cf401a262dbc2f81c",-16.67,35000,"Medium"
7,26,5000,0,4.01,37,"CN","ruo qiong ",4.22,"5cee1ddd050d347f75e6668e",73.08,35000,"Medium"
7,6,5000,0,4.38,41,"CN","longfeifen",3.95,"5cef6f6f1d8cd844d8dade14",-16.67,35000,"Medium"
7,6,5000,0,3.44,47,"CN","gaowenxiao",3.73,"5d3b25b59416e5223a1e30c1",-16.67,35000,"Medium"
7,6,5000,1,3.63,41,"CN","suzhure",4.02,"5bf4c675e52f7426b0d688f3",-16.67,35000,"Medium"
7,22,5000,1,3.79,40,"CN","the nice m",4.25,"5c63b8d97037716f81be1e89",68.18,35000,"Medium"
7,9,5000,1,3.83,43,"CN","to maintai",4.13,"5926a32e5b3cde33d7993689",22.22,35000,"Medium"
6,17,5000,1,3.9,38,"CN","haohuangsh",4.24,"594b8b92a8834639b6a09295",64.71,30000,"Medium"
6,21,5000,0,3.18,34,"CN","skate",4.11,"594c7f0082f9b070a355c94c",71.43,30000,"Medium"
6,6,5000,0,4.27,31,"CN","long fashi",4.18,"5c932eafa1a838592a672364",0.00,30000,"Medium"
6,17,5000,1,4.26,48,"CN","jjqiiozoqv",4.27,"5ce2439e619d074a2e7b8481",64.71,30000,"Medium"
6,17,5000,1,3.85,41,"CN","first crus",4.08,"5c079b1b3d864936c0a4c1a3",64.71,30000,"Medium"
6,38,5000,1,3.82,9,"CN","guangzhouy",4.16,"5a9fa7ab6bcfa367f9c554c8",84.21,30000,"Medium"
6,6,5000,1,3.83,38,"CN","szltht999",4.1,"5c61232151aa0072bb647739",0.00,30000,"Medium"
6,6,5000,0,4.07,24,"CN","fengjinyin",3.91,"5c975ab7ba7ed20eb805a242",0.00,30000,"Medium"
6,6,5000,1,3.89,41,"CN","adrea bout",4.07,"5bebc4a90269f2172b1af950",0.00,30000,"Medium"
6,29,5000,0,3.71,42,"CN","luckyfa tr",4.07,"5dbcfa073bab3307315950fc",79.31,30000,"Medium"
6,6,5000,1,3.92,38,"CN","xingle",3.92,"5d16d575190e3f48ec7061ed",0.00,30000,"Medium"
6,6,5000,0,3.93,43,"CN","sjhdstoer",4.01,"5d1437ef4bc85a14abf579a8",0.00,30000,"Medium"
6,38,5000,0,4.22,40,"CN","simple_sty",4.29,"58e6e016b5b91e192b207346",84.21,30000,"Medium"
6,17,5000,0,3.28,49,"CN","wufangzhon",4.22,"5e71e299eb0f3b5a3af7c35f",64.71,30000,"Medium"
6,6,5000,1,4.13,18,"CN","zktrade.co",4.04,"5c8b7042b5154f67e6e2e327",0.00,30000,"Medium"
6,41,5000,1,4.1,41,"CN","zhangjian1",3.95,"5b6696c5365562146825dd5f",85.37,30000,"Medium"
6,6,5000,0,3.75,24,"CN","hzxuch",3.82,"5e70535be2608d353af85716",0.00,30000,"Medium"
6,33,5000,0,4.04,41,"CN","shenzhenma",4.15,"5c3ff9c71b115c0802243181",81.82,30000,"Medium"
6,17,5000,0,4.24,44,"CN","sunshine75",4.16,"5ad99c58bd784c1ffb100601",64.71,30000,"Medium"
6,32,5000,0,3.47,18,"CN","onlyzy",3.9,"5b24a2b9b2c8bd2aa4036e49",81.25,30000,"Medium"
6,22,5000,0,4.04,55,"CN","wangjiangx",3.97,"5d401a46387b8d36d665b17b",72.73,30000,"Medium"
5.9,5,5000,1,3.5,58,"CN","usa mall",4.25,"5b4f0dc4dacb4350696cbbe1",-18.00,29500,"Medium"
5.9,5,5000,0,3.26,20,"CN","guanzhimin",4.06,"5d0097b7e372cc63e0376a4c",-18.00,29500,"Medium"
5.89,5,5000,0,3.25,24,"CN","pan-emily",3.85,"5e943811e6cd6f1680c64414",-17.80,29450,"Medium"
5.83,8,5000,0,3.99,40,NULL,"maryswill",3.84,"5dafd1e7e580730831a8a64c",27.13,29150,"Medium"
5.79,5,5000,0,3.78,47,"CN","gaowenxiao",3.73,"5d178f2c35678a26633c3bff",-15.80,28950,"Medium"
5.78,22,5000,0,3.6,33,"CN","luowei clo",4,"5ccfaf238a8d535cec2dfb47",73.73,28900,"Medium"
5.78,50,5000,1,3.55,10,"CN","longming",3.97,"5a6af94ffb04de342fa3ff8b",88.44,28900,"Medium"
5.74,5,5000,0,3.9,20,"CN","foryingni",4.09,"5ca1b478f31dbc0a7a353b40",-14.80,28700,"Medium"
5.69,17,5000,0,4.31,43,"CN","fashion sh",4.14,"5cda67f81d74dd124be0aa84",66.53,28450,"Medium"
5.69,5,5000,0,3.61,39,"CN","beihaidaof",4.23,"5b977f816c03331992548158",-13.80,28450,"Medium"
5.69,5,5000,0,4.26,51,"US","bethaz19",4.24,"5cada72d2d542d7a90cb4f2f",-13.80,28450,"Medium"
5.66,5,5000,0,3.89,42,"CN","dazzling_s",4.29,"5a4b9eba2b0a1c3062666033",-13.20,28300,"Medium"
5.65,9,5000,0,4.23,20,"CN","star tradi",4.09,"5c3ee10631d4665298c01dec",37.22,28250,"Medium"
5.65,5,5000,1,4.06,65,"CN","fashiononm",4.25,"5abddcc030a7eb0beba353d5",-13.00,28250,"Medium"
2.7,3,10000,1,4.13,33,"CN","wow bang",4.11,"5d0c4bf4f8e0be7ea8e096ed",10.00,27000,"Medium High"
5,5,5000,0,3.6,20,"CN","liaowangti",4.03,"5cdbb7300ffb0e5faa5d5d63",0.00,25000,"Medium"
5,5,5000,0,3.76,48,"CN","guangzhouw",3.88,"5cb8136006879f55b0ff0df0",0.00,25000,"Medium"
5,5,5000,1,4.1,35,"CN","bebebebe w",4.09,"5d0c4c994fb7a96068096174",0.00,25000,"Medium"
5,85,5000,1,3.7,41,"CN","memo2",3.83,"5e5f56ea3dbe9d00474f503f",94.12,25000,"Medium"
5,5,5000,1,2.94,25,"CN","lilianjie",4.23,"5d31263826b71f67aa5618c9",0.00,25000,"Medium"
5,28,5000,1,3.29,26,"CN","sell best ",3.7,"5c81feb19a4d0e06ea86daf7",82.14,25000,"Medium"
5,6,5000,0,4.07,41,"CN","beauty loo",4.05,"5a38f6e0fc8e5b063a250db6",16.67,25000,"Medium"
