"price","retail_price","units_sold","uses_ad_boosts","rating ","countries_shipped_to","origin_country","merchant_title","merchant_rating","product_id","discount","sales_revenue","units_sold_volume"
5,5,5000,1,3.88,23,"CN","yuanchentr",4.12,"5cededafd481f058c1c52148",0.00,25000,"Medium"
5,5,5000,0,3.3,32,"CN","bruce sky",4.3,"5cb02b41f8badd79e1c3a00b",0.00,25000,"Medium"
5,5,5000,0,3.2,48,"CN","guangzhouw",3.88,"5cbdc84c85bdb02f695eae8c",0.00,25000,"Medium"
5,5,5000,0,3.97,29,"CN","zanglixia5",3.78,"5cf73fa7b5db0b19a2c59bb2",0.00,25000,"Medium"
5,8,5000,1,3.51,40,"CN","gimi06",4.07,"5d7886997bf8ef73a437287a",37.50,25000,"Medium"
24,59,1000,1,4.21,26,"CN","ruxinggu",4.31,"5ac1d7201a8c21778e2a2482",59.32,24000,"Low"
4.74,20,5000,0,4.05,40,"CN","simple_sty",4.29,"5a991e9dd236a537f1473439",76.30,23700,"Medium"
4.69,4,5000,1,3.95,49,"CN","smart home",4.12,"5d1c1f12c794de7b30320ba6",-17.25,23450,"Medium"
22,159,1000,0,4.04,80,"CN","liuxiaojun",4.1,"5e573e6360f35b2661fff9dc",86.16,22000,"Low"
22,169,1000,1,3.38,35,"CN","yuhang0818",4.15,"5c6275876c0cb22f5e6ba570",86.98,22000,"Low"
4,4,5000,0,3.39,48,"CN","guangzhouw",3.88,"5cb0c8ce99b2203478a63abb",0.00,20000,"Medium"
2,26,10000,1,4.36,118,"CN","taomi  gog",4.19,"5bf38aa52dd62c3a7550a899",92.31,20000,"Medium High"
4,26,5000,1,4.3,48,"US","delamaregl",4.4,"58eeefc901ba331d47ca05d8",84.62,20000,"Medium"
4,4,5000,0,4.19,41,"CN","charming_f",4.3,"5a62dcd33f78766f035945ac",0.00,20000,"Medium"
4,4,5000,1,4.28,18,"CN","yangaiqun",4.16,"5c84bd33d8694176615f7019",0.00,20000,"Medium"
2,2,10000,1,3.99,23,"CN","suyi techn",4.05,"5cf632d1c0baab5b15e71437",0.00,20000,"Medium High"
3.83,4,5000,1,3.76,42,"CN","dazzling_s",4.29,"5d2ee72ad0c3c6130e8e15e8",4.25,19150,"Medium"
1.91,2,10000,0,4.05,22,"CN","chenhai102",4.11,"5e3e69f009a91d0893974dab",4.50,19100,"Medium High"
3.81,59,5000,0,3.74,41,"CN","leiston",3.93,"5b3f3a9205dff81785dba8e6",93.54,19050,"Medium"
19,26,1000,1,3.01,47,"CN","zongxindia",4.16,"5d0062d51eff785af2761c47",26.92,19000,"Low"
19,17,1000,1,3.4,21,"CN","vincent fa",3.76,"5def3c02b8bdac0102daa099",-11.76,19000,"Low"
3.73,9,5000,0,4.14,44,"CN","yu wen xiu",4.15,"5b03c5328b3f0e17fcf0faf1",58.56,18650,"Medium"
3.7,58,5000,1,3.47,118,"CN","taomi  gog",4.19,"5ce2702ba6bc056027727991",93.62,18500,"Medium"
3.67,9,5000,0,3.32,111,"CN","bestwsih4u",4.07,"5a6f52aef718e05afa275acd",59.22,18350,"Medium"
3.66,4,5000,0,3.19,45,"CN","sangboo st",3.87,"5cb854e30715c33b71bcd318",8.50,18300,"Medium"
18,16,1000,1,3.63,27,"CN","jun u near",4.15,"5cf611aee7e9e650150d59f9",-12.50,18000,"Low"
1.77,2,10000,1,4.03,45,"CN","happy kids",4.24,"5e75b2e213e56742f2907368",11.50,17700,"Medium High"
17,75,1000,0,4.18,60,"CN","the wolf c",4.18,"5d569982a4c254518f4e3f33",77.33,17000,"Low"
16,14,1000,1,4.27,36,"CN","huangyulan",4.22,"5e65bf0988c42d5a40179cb4",-14.29,16000,"Low"
16,26,1000,0,3.67,28,"CN","jutao trad",4.24,"59636dbdc657d57012e8b3f3",38.46,16000,"Low"
16,14,1000,0,3.16,27,"CN","bluesky1",4.06,"5c1b6e19c96aa87c20e6a32c",-14.29,16000,"Low"
16,59,1000,1,3.5,43,"CN","man's ocea",3.9,"5e609a827dc79ebbd3899c0b",72.88,16000,"Low"
16,14,1000,1,4.52,43,"CN","fengzhiqia",4.25,"5c944cf5b82fb711ad500ec2",-14.29,16000,"Low"
16,111,1000,1,4.05,44,"CN","jayne208",4.19,"5d0334561d8cd85dc025691b",85.59,16000,"Low"
3,17,5000,0,4.17,21,"CN","sun sugar",4.3,"5c3845c9b7d2d26e8b409f02",82.35,15000,"Medium"
15,25,1000,1,3.3,25,"CN","colorful r",3.95,"5c78989a826e994cd3bdab97",40.00,15000,"Low"
15,13,1000,0,3.88,40,"CN","wuanna",3.89,"5b1a1d72892e9f13ded21644",-15.38,15000,"Low"
15,13,1000,0,4.41,32,"CN","mekemoneye",4.25,"5ce21d4c033389325d443022",-15.38,15000,"Low"
15,13,1000,1,3.5,41,"CN","yz33",4.23,"5c710c76ebd9466c3e4861ad",-15.38,15000,"Low"
15,102,1000,0,4.23,40,"CN","yourvogue",4.24,"5d51315fe72c993296b63061",85.29,15000,"Low"
15,109,1000,0,3.96,36,"CN","hot dress",3.97,"5ccfc1718249575e0f776a12",86.24,15000,"Low"
3,3,5000,0,3.2,32,"CN","allofme",4.22,"5c41a80f3db9c507d63e3e52",0.00,15000,"Medium"
15,101,1000,0,3.91,40,"CN","fannystore",4.16,"5a13ff501726782d8daed18e",85.15,15000,"Low"
15,68,1000,1,3.87,40,"CN","no1fashion",4.18,"5d03176da8c15d5e4b5171e4",77.94,15000,"Low"
2.81,3,5000,0,3.91,43,"CN","cenic beau",4.11,"5ccfcecb9abadb59845c93c8",6.33,14050,"Medium"
14,67,1000,0,3.81,40,"CN","saya2016",4.15,"5d034039c822d263d90f58d4",79.10,14000,"Low"
14,93,1000,1,4.24,40,"CN","vvfashion2",4.2,"5cf22f0724fe055ca684c3a7",84.95,14000,"Low"
14,12,1000,1,4.04,43,"CN","siebel ang",4.01,"5d367739407a226495aa2470",-16.67,14000,"Low"
14,102,1000,0,4.18,40,"CN","sweetkissf",4.17,"5cf2af4e5d3c271292063d27",86.27,14000,"Low"
14,84,1000,0,3.27,40,"CN","saya2016",4.15,"5e6861a9ee70ce3101a91d44",83.33,14000,"Low"
14,51,1000,0,3.73,43,"CN","women clot",4.01,"5d2fe4d55cdae96941f5a9bd",72.55,14000,"Low"
14,107,1000,1,4.38,10,"CN","longming",3.97,"5c78d5ca8f7a796ffffd6fba",86.92,14000,"Low"
14,12,1000,1,3.87,26,"CN","liuyaling6",3.73,"5e7dc8a4c2e8ef49007d2dd9",-16.67,14000,"Low"
14,12,1000,0,3.7,27,"CN","bluesky1",4.06,"5c3c4a7f97fd8d386bae82f2",-16.67,14000,"Low"
14,12,1000,1,3.61,26,"CN","mumofson",3.96,"5c88aede7d6c6a218ce2b312",-16.67,14000,"Low"
14,43,1000,1,4.05,43,"CN","cuiior",3.87,"5df202bb707508021388614a",67.44,14000,"Low"
14,12,1000,1,4.04,41,"CN","denas fash",3.89,"5cd939cadb29322e7a79b575",-16.67,14000,"Low"
14,86,1000,0,4.08,17,"CN","topsea",4.27,"594b7307a6623669348a92d1",83.72,14000,"Low"
14,12,1000,0,4.26,22,"CN","superman f",4.22,"5d4a77d84aec0d1e81e8ddd8",-16.67,14000,"Low"
14,12,1000,0,3.74,26,"CN","xiejiatang",3.89,"5aea67918a743b21013e41f6",-16.67,14000,"Low"
14,37,1000,0,3.85,41,"CN","leiston",3.93,"5cece16810467a5f254abaa9",62.16,14000,"Low"
14,12,1000,0,3.82,42,"CN","arashi",4.3,"5cdd3515d943635651a29bbf",-16.67,14000,"Low"
2.66,3,5000,0,3.44,22,"CN","faringoto",4.31,"5b582d5ec4561c4f6b53feeb",11.33,13300,"Medium"
13,22,1000,1,4.01,30,"CN","chaojishan",4.33,"5d042f0921141014f192efd6",40.91,13000,"Low"
13,43,1000,0,4.31,40,"CN","angle xia",4.1,"5e9e82ea36d82c2330c1b363",69.77,13000,"Low"
13,72,1000,0,3.99,48,"CN","beautiful ",4.42,"5959ed562c2ebe2e03d228f5",81.94,13000,"Low"
13,19,1000,1,3.76,12,"CN","horesen be",3.94,"5e26fc417db45b12adcdffef",31.58,13000,"Low"
13,11,1000,0,4.14,36,"CN","tingtingwa",4.16,"5b5928df126bde74e5771563",-18.18,13000,"Low"
13,11,1000,0,3.47,14,"CN","songsongzh",3.98,"5ce262d24db1576e365454d1",-18.18,13000,"Low"
13,11,1000,0,3.97,54,"CN","meiximeiyo",4.06,"5ce35861a11669329976a491",-18.18,13000,"Low"
13,50,1000,0,4.03,32,"CN","knights",4.09,"5af6bc9c13927d50370db58a",74.00,13000,"Low"
13,11,1000,1,3.82,43,"CN","sjhdstoer",4.01,"5ec37404c1831f02b79b7cd9",-18.18,13000,"Low"
13,13,1000,0,4.16,41,"CN","oucho co. ",3.98,"5d2fd5a9af7a0c5b21369a05",0.00,13000,"Low"
13,33,1000,1,3.88,44,"US","wf06",4.15,"5e707d59ad58d64d89a54409",60.61,13000,"Low"
13,59,1000,0,4.14,43,"CN","speedup",4.04,"5aa0ee9c8304252fddfcc4f1",77.97,13000,"Low"
13,11,1000,1,3.5,30,"CN","shiyipanpa",4.02,"5e661829f862cad5bb9a224f",-18.18,13000,"Low"
13,13,1000,0,3.7,52,"US","william po",4.06,"5cb541909a4d0e69ecb34301",0.00,13000,"Low"
13,11,1000,0,3.36,14,"CN","wdhdage",3.87,"5d42ab33e2f3da0f1d959b01",-18.18,13000,"Low"
13,11,1000,1,3.53,43,"CN","jiangshanp",3.87,"5e37c1ea08b64727ff894b5d",-18.18,13000,"Low"
12,11,1000,0,3.81,13,"CN","jiayun sho",4.15,"5d0b4268d5c8e1784b6e23b4",-9.09,12000,"Low"
12,11,1000,1,3.64,31,"CN","dududustor",3.8,"5ea3d34c7e458d258289cdfe",-9.09,12000,"Low"
12,11,1000,0,3.7,24,"CN","dernmuur",3.95,"5c8600ae1cb98f7a3a7099c2",-9.09,12000,"Low"
12,58,1000,0,4.18,52,"CN","pwiuxuus",4.15,"5ceb44aac976b44c9c5f0227",79.31,12000,"Low"
12,11,1000,0,4.05,42,"CN","rtgh",4.03,"5c19e627b5d6eb585a98b1e7",-9.09,12000,"Low"
12,11,1000,0,3.82,41,"CN","oneshopp",3.98,"5c6a62559d67d46bb6ce5d70",-9.09,12000,"Low"
12,86,1000,0,4.09,37,"CN","specialfor",4.25,"56791dffae318651873663c2",86.05,12000,"Low"
12,72,1000,0,3.93,38,"CN","trendyshow",4.34,"5c6512e25d38b721f29d4cb1",83.33,12000,"Low"
12,11,1000,1,3.85,58,"CN","yanglingli",3.86,"5d159fb3571bc13fb08f3a77",-9.09,12000,"Low"
12,85,1000,0,3.58,43,"CN","snow white",3.86,"5b77b487c2bcf56ac0d49a19",85.88,12000,"Low"
12,31,1000,0,3.87,12,"CN","wuguipanwe",4.01,"575f968e71c7c161e321f107",61.29,12000,"Low"
12,11,1000,1,3.76,43,"CN","feelyourre",4.05,"5b629b6da70ab967b5402657",-9.09,12000,"Low"
12,17,1000,0,4.21,43,"CN","huashu co.",3.91,"5d11c1a359a267782799345b",29.41,12000,"Low"
12,93,1000,1,4.1,40,"CN","satisfy",4.24,"5c29b30b97c6703dd54b1096",87.10,12000,"Low"
12,17,1000,0,3.36,34,"CN","fjrwzy",4.16,"5d1f255bd91ac0648c8c7079",29.41,12000,"Low"
12,11,1000,0,3.59,54,"CN","youlika",3.82,"5d51228a93da464d5b2995fd",-9.09,12000,"Low"
12,13,1000,0,4.25,40,"CN","mohuya",4.08,"5cee3f86fad167490f608390",7.69,12000,"Low"
12,85,1000,1,4.15,40,"CN","asyouwill",4.23,"5d2823d9afa40277f9dcd92d",85.88,12000,"Low"
12,11,1000,1,3.37,32,"CN","miniwgs",3.86,"5abcce430de05539f33c17a2",-9.09,12000,"Low"
12,102,1000,1,4.22,37,"CN","nizuimei",4.21,"5cb99a5eb6259b187cc77184",88.24,12000,"Low"
12,48,1000,1,3.98,43,"CN","cenic beau",4.11,"5d48ec8f6b0dcd5cb0c6265b",75.00,12000,"Low"
12,11,1000,0,3.94,17,"CN","myunxiaodi",4.03,"5cb48928caedb76788c56141",-9.09,12000,"Low"
12,11,1000,0,3.61,54,"CN","yuanhuaxia",4.19,"5cccf1b9e723f0635d81553c",-9.09,12000,"Low"
12,11,1000,0,3.67,24,"CN","heh shop",3.89,"5cd22d97dd0c5b6415519101",-9.09,12000,"Low"
12,11,1000,0,3.76,139,"CN","so band",3.68,"5e0ae5ebc2efb76ccf0a3391",-9.09,12000,"Low"
12,11,1000,0,3.49,139,"CN","hwalee",3.78,"5df9c78eb66d8b0afed110c4",-9.09,12000,"Low"
11,22,1000,1,3.97,30,"CN","chaojishan",4.33,"5d134234b8b4be6c4ed403ff",50.00,11000,"Low"
11,10,1000,0,3.67,39,"CN","ahadadada",4.06,"5d05b9c3ffe84667e45db71e",-10.00,11000,"Low"
11,83,1000,0,3.63,42,"CN","quan yy25",3.7,"5da7e257dca002097b158dfc",86.75,11000,"Low"
11,152,1000,0,3.91,43,"CN","gossip gir",3.91,"5af40bb2f281cb017ec17012",92.76,11000,"Low"
11,10,1000,1,3.69,20,"CN","zhoupingas",3.9,"5e5772c54870984470202a63",-10.00,11000,"Low"
11,10,1000,0,3.64,41,"CN","petha's bo",4.07,"5b909b94073c6b7adb985307",-10.00,11000,"Low"
11,159,1000,0,3.67,109,"CN","xindi stor",3.88,"5b2b38a1f795e417f8c00222",93.08,11000,"Low"
11,10,1000,1,4.34,40,"CN","lingersun",4.17,"5e9699a819be191f54278a18",-10.00,11000,"Low"
11,75,1000,1,3.43,25,"CN","xmzmall",3.68,"5e5783f3ef63054df23adcd9",85.33,11000,"Low"
11,11,1000,0,2.99,17,"CN","myunxiaodi",4.03,"5d410e4a11512c51311ad3d3",0.00,11000,"Low"
11,10,1000,0,4.32,54,"CN","yuanhuaxia",4.19,"5cbfdb539f5865397b24f635",-10.00,11000,"Low"
11,10,1000,1,3.58,38,"CN","longfengji",4.13,"5c6ba39ccc30f2654992a710",-10.00,11000,"Low"
11,11,1000,0,3.75,18,"CN","onlyzy",3.9,"5d32ae384c901a2f6263384d",0.00,11000,"Low"
11,10,1000,1,3.35,33,"CN","yiludamai",3.9,"5e047ffa271ecb01ce39ae76",-10.00,11000,"Low"
11,81,1000,0,3.92,41,"CN","petha's bo",4.07,"5c85d47641ec3b55d4d14f79",86.42,11000,"Low"
11,60,1000,1,3.38,25,"CN","chengyongb",3.96,"5ebb9faea86f7a4d86e2f6fb",81.67,11000,"Low"
11,26,1000,0,3.95,33,"CN","luowei clo",4,"5cde482084913617975abc02",57.69,11000,"Low"
11,11,1000,0,4.46,41,"CN","flirey co.",4.01,"5cfdbe0fba8cc019629e36f6",0.00,11000,"Low"
11,102,1000,1,4.15,41,"CN","yyw com",4.19,"5c99cc1d987d733441c90588",89.22,11000,"Low"
11,10,1000,0,3.97,21,"CN","smoeyakio",3.93,"5df1d0d196708b08bd77de84",-10.00,11000,"Low"
11,24,1000,0,3.78,41,"CN","first crus",4.08,"5c1b3c204f9bf4042395e823",54.17,11000,"Low"
11,11,1000,1,4.22,35,"CN","bumanke003",3.77,"5d4930a022fd6c0c10d9b8e3",0.00,11000,"Low"
11,10,1000,1,3.74,41,"CN","ooww fashi",3.95,"5e93d2215a3eed0c80ed2e56",-10.00,11000,"Low"
11,10,1000,1,3.78,35,"CN","chentuyi s",3.9,"5e7482a975c1d92dea899a18",-10.00,11000,"Low"
11,10,1000,1,4.1,29,"CN","huanfeng",4.38,"5d02053561ba8679fdbc3082",-10.00,11000,"Low"
11,68,1000,0,4.13,40,"CN","leadthefas",4.22,"5d52b1d7314eb61030644375",83.82,11000,"Low"
11,24,1000,0,3.73,42,"CN","youth fore",4.21,"5ae186aea9cca955de69c5c0",54.17,11000,"Low"
11,17,1000,0,3.62,36,"CN","smallsprin",4.14,"5cc2c7e11f6e1263c6169d59",35.29,11000,"Low"
11,10,1000,0,4,36,"CN","wofu_netwo",4,"5d550011680f557c89bb4406",-10.00,11000,"Low"
11,10,1000,1,3.8,31,"CN","dududustor",3.8,"5e8695172124351e6192bcf5",-10.00,11000,"Low"
11,21,1000,0,4.08,70,"CN","hoastlnen",3.98,"5cc40a4d1d09f56e4fafa12e",47.62,11000,"Low"
11,22,1000,1,3.66,35,"US","speedcloth",3.77,"5c8b3b73727ef733eae435d2",50.00,11000,"Low"
11,14,1000,0,3.93,83,"CN","xff",4.28,"5cb14fc53632e85803d4e328",21.43,11000,"Low"
11,76,1000,1,4.1,40,"CN","ufeelme",4.15,"5a755aca35ca8610fb54bfc3",85.53,11000,"Low"
11,10,1000,0,4.09,20,"CN","new top",4.08,"5d9077c6e6119333db096ce2",-10.00,11000,"Low"
11,11,1000,0,3.62,41,"CN","dadada bao",3.82,"5e7d9629e8192e00463aa6d5",0.00,11000,"Low"
11,76,1000,0,4.23,43,"CN","sunnygee",3.92,"5a3385c1e26cae0aaa20e029",85.53,11000,"Low"
11,59,1000,0,4.11,41,"CN","bighero",4.06,"5d93f4284385140973836ddf",81.36,11000,"Low"
11,10,1000,0,4.16,31,"CN","lin fashio",4,"5b10cf0b7cc4492c87411045",-10.00,11000,"Low"
11,26,1000,0,3.38,51,"CN","huaxiangla",4.23,"5e1056784fff5f26e6f1745d",57.69,11000,"Low"
11,10,1000,0,4.12,21,"CN","fuzhoushic",3.85,"5dd00194ea9f8e175c5561a9",-10.00,11000,"Low"
11,10,1000,0,3.89,42,"CN","girls' sho",4.19,"59438e8f609fe23d637ddf41",-10.00,11000,"Low"
11,85,1000,1,4.08,40,"CN","heilnielmi",4.33,"5d0214aff779d1671ecff865",87.06,11000,"Low"
11,10,1000,0,4.29,21,"CN","demango fa",3.84,"5d24618d5b4a6c625d6e931a",-10.00,11000,"Low"
11,54,1000,1,3.93,29,"CN","changzhouz",4.09,"5e6a049b22948f5de207447e",79.63,11000,"Low"
11,10,1000,1,3.73,38,NULL,"maxnina",3.79,"5d3120c92435742c362a09ec",-10.00,11000,"Low"
11,84,1000,0,3.98,137,"CN","zhengruiro",4.14,"5c6770a544f429173fab6b0d",86.90,11000,"Low"
11,10,1000,1,3.76,42,"CN","love ~xi",3.74,"5e0eb9a3ce94460127984053",-10.00,11000,"Low"
2,7,5000,0,3.91,40,"CN","chenyarush",4.1,"5ebe5359c88200382515760f",71.43,10000,"Medium"
2,2,5000,1,3.7,23,"CN","suyi techn",4.05,"5e65e7ac35af31b8b719aa13",0.00,10000,"Medium"
2,2,5000,1,3.87,20,"CN","zjyuanhang",3.97,"5e5723c6f14e531668fe93c6",0.00,10000,"Medium"
2,2,5000,1,3.89,35,"CN","bebebebe w",4.09,"5cf509ff2e4608604e83148d",0.00,10000,"Medium"
9,8,1000,1,3.03,41,"CN","bighero",4.06,"5d79d8dc6607933421ffa6a4",-12.50,9000,"Low"
9,48,1000,1,4.01,25,"CN","oiug 56465",3.75,"5e180dab29a9690a38a1748f",81.25,9000,"Low"
9,8,1000,0,4.17,41,"CN","kuailem",4.03,"5b61488334144513e27ce380",-12.50,9000,"Low"
9,108,1000,0,4.06,42,"CN","shishishi",3.85,"5ce25f6abcd1323e12e5da97",91.67,9000,"Low"
9,8,1000,0,3.78,43,"CN","speedup",4.04,"5c9f318958417d39264a7878",-12.50,9000,"Low"
9,8,1000,1,3.72,38,"CN","jinqianbao",4,"5ad96a001c6def05447630a0",-12.50,9000,"Low"
9,32,1000,0,4.15,41,"CN","terbuer",4.11,"5bed2a42bdf0421a30e62c6c",71.88,9000,"Low"
9,8,1000,0,3.58,43,"CN","stev5344",3.86,"5d68bd0b1b88a17f1aebbc8b",-12.50,9000,"Low"
9,84,1000,0,4.3,43,"CN","chunwanfus",4.25,"5cc8351147634f53a6115fcc",89.29,9000,"Low"
9,8,1000,1,4.24,28,"CN","hesperis",4.3,"5cc15531a59fb0422d35df06",-12.50,9000,"Low"
9,65,1000,0,4.09,94,"CN","roserose",4.06,"58db2a4eca5fec55a2b176a8",86.15,9000,"Low"
9,8,1000,0,3.85,55,"CN","wangjiangx",3.97,"5d2477487a074501b0cb6438",-12.50,9000,"Low"
9,8,1000,1,4.03,45,"GB","matt olivo",3.91,"5cecc52995362038cdafa5cd",-12.50,9000,"Low"
9,8,1000,1,3.52,35,"CN","totototo m",3.92,"5e4b7be804e312785914c0c8",-12.50,9000,"Low"
9,8,1000,1,4.27,43,"CN","yiliannvha",4.1,"5c8615c29b83af3b342d2c15",-12.50,9000,"Low"
9,8,1000,1,3.29,28,"CN","shuilingji",4.08,"5ea8dcee238ae108c8a57aa1",-12.50,9000,"Low"
9,9,1000,0,3.37,41,"CN","memento",3.89,"5e7d9bee6732e31740797e15",0.00,9000,"Low"
9,9,1000,0,4.16,43,"CN","neellery",3.94,"5cf0ee81f1dc9f714cd38255",0.00,9000,"Low"
9,38,1000,0,4.52,55,"CN","durax",4.38,"591e8dcf49043a6ea25b1a31",76.32,9000,"Low"
9,22,1000,1,4.24,51,"CN","huaxiangla",4.23,"5d35305c24357406456ff507",59.09,9000,"Low"
9,8,1000,0,4.07,55,"US","lees close",4.15,"5d1b00a20d62613f9e7f76f3",-12.50,9000,"Low"
9,57,1000,0,3.63,71,"US","konheart",4.14,"5e53ed365c21a20c1bf9b8cb",84.21,9000,"Low"
9,9,1000,0,4.2,40,NULL,"clothinglo",3.59,"5d806bcf77593b45bd7cff78",0.00,9000,"Low"
9,43,1000,0,4.74,41,"CN","reyoun",4,"5eb24e953a4167257cc30700",79.07,9000,"Low"
9,8,1000,1,4.22,138,"CN","pure fashi",4.26,"5d0c8e125adf55596cf111bd",-12.50,9000,"Low"
9,31,1000,1,3.92,34,"CN","kolesw",4.17,"5d089aa1c76d52190a124b58",70.97,9000,"Low"
9,65,1000,1,3.7,36,"CN","charmyaner",3.96,"5e1bd84750f8cd462a20b05b",86.15,9000,"Low"
9,9,1000,0,4.03,60,"US","coaluss",4.23,"5b5edbae1e222732845e655f",0.00,9000,"Low"
9,8,1000,1,3.67,35,"CN","totototo m",3.92,"5e660d44ed8e33cf98d36f99",-12.50,9000,"Low"
8,7,1000,0,4.22,43,"CN","sdawmgeyy",4.06,"5d300e5c0152ba058f2cb07f",-14.29,8000,"Low"
8,42,1000,0,3.5,41,"CN","markit",3.88,"5cf5ccee75af880a5c947bcf",80.95,8000,"Low"
8,84,1000,0,3.74,63,"CN","886806blw",4.27,"5957163634bd9170cd0f7502",90.48,8000,"Low"
8,8,1000,0,4.18,15,"CN","biaoqing",4.01,"5ccfa41e35af5c46c0bbad64",0.00,8000,"Low"
8,7,1000,0,3.09,37,"CN","huanshicit",4.1,"5e815f84532ff786c0d6190a",-14.29,8000,"Low"
8,11,1000,1,3.84,43,"CN","niuniuche",4.26,"5e75a726fd65bb1d871a71cc",27.27,8000,"Low"
8,7,1000,1,2.98,36,"CN","wushuang s",3.48,"5e60a7a59c6112c4c01a2ded",-14.29,8000,"Low"
8,7,1000,0,3.84,31,"CN","chooop",3.84,"5e16bfe7dbbd26008904fe6e",-14.29,8000,"Low"
8,7,1000,0,4.23,43,"CN","lihui258",4.11,"5ccfa00e24ae2d5cf52f45ca",-14.29,8000,"Low"
8,7,1000,0,3.76,37,"CN","shanghaimi",4.26,"59313378900f63528b168590",-14.29,8000,"Low"
8,18,1000,1,4.15,43,"CN","liifashion",3.74,"5d00afae32ac2c5a78cc059c",55.56,8000,"Low"
8,7,1000,0,3.98,27,"CN","bluesky1",4.06,"5bf651b7107ad060df8d82fd",-14.29,8000,"Low"
8,7,1000,1,4.07,38,"CN","flye",4.13,"5cfa8fd7b5db0b6cbdb5f4a6",-14.29,8000,"Low"
8,11,1000,0,4.13,15,"CN","shitongyi1",4.31,"5df58b3dfcc85c5bf78552eb",27.27,8000,"Low"
8,48,1000,0,4.34,9,"CN","lan ban wa",4.34,"5b17b34f5272053200439a7a",83.33,8000,"Low"
8,7,1000,0,4.37,31,"CN","good999",4.18,"5cd93efe5ea312479d7b1400",-14.29,8000,"Low"
8,7,1000,0,3.5,139,"CN","xu han wat",4.22,"5cb84b0ca94960380df13ca7",-14.29,8000,"Low"
8,8,1000,0,4.06,42,"CN","longlongch",4.02,"5cfa0a9de936495950c04101",0.00,8000,"Low"
8,14,1000,0,3.98,25,"CN","the leisur",4.04,"5e7ee6ba87a9e742d6894fdc",42.86,8000,"Low"
8,7,1000,1,3.52,39,"CN","super shop",4.11,"5ea28758278192466d0427dc",-14.29,8000,"Low"
8,7,1000,1,2.75,25,"CN","mayuhiao",3.96,"5e8c22c6e4ca5f4a4e5b2bbe",-14.29,8000,"Low"
8,26,1000,1,4.19,43,"CN","witkey bl",4.05,"5d9addc41a7798259e7a705b",69.23,8000,"Low"
8,7,1000,0,4.11,31,"CN","haoyouduoo",4.26,"5c72abadba08b264e3aebb9a",-14.29,8000,"Low"
8,17,1000,1,3.93,41,"CN","liudandan2",3.98,"5c30694985fe9b55be100665",52.94,8000,"Low"
8,7,1000,0,4.05,24,"CN","congxiaolo",3.89,"5c9b2487b14bfa32ed7eb029",-14.29,8000,"Low"
8,17,1000,0,3.96,32,"CN","angle.susa",3.9,"5d369a1866c3c46a8212c172",52.94,8000,"Low"
8,7,1000,1,3.81,58,"CN","usa mall",4.25,"5b6270648aa701441eaab44f",-14.29,8000,"Low"
8,7,1000,0,3.42,63,"CN","zzxia",3.97,"5ccd341e8cc067595fcba7c4",-14.29,8000,"Low"
8,9,1000,1,3.95,41,"CN","cvhart",3.95,"5eaa52eb9438b830d970731d",11.11,8000,"Low"
8,7,1000,0,3.58,36,"CN","jingdu int",4.01,"5c8a111f4caa1626abc98d55",-14.29,8000,"Low"
8,7,1000,1,3.41,36,"CN","wushuang s",3.48,"5e4501d384935740a8a9a4c3",-14.29,8000,"Low"
8,9,1000,0,4.22,41,"CN","allenfan",4.02,"5c6a4bbb3abfb51118b000ca",11.11,8000,"Low"
8,8,1000,0,3.63,38,"CN","zhouling12",4.09,"5c273b6f959812232228099c",0.00,8000,"Low"
8,7,1000,0,3.81,46,"CN","kallyett",3.87,"5dc4488112f5e91a9d4bb52e",-14.29,8000,"Low"
8,49,1000,1,3.49,22,"CN","kongcanyhq",3.99,"5d31f9a0a2b39074d5732b4e",83.67,8000,"Low"
8,43,1000,0,4,41,"CN","leiston",3.93,"5c9042bd4d78254c392d449a",81.40,8000,"Low"
8,51,1000,1,3.61,38,"CN","potatomark",4.14,"5d5d0f8768a6ac6756e3d21e",84.31,8000,"Low"
8,7,1000,1,3.47,137,"CN","xiangbuxia",4.06,"5d11df5057a1887a5e25584f",-14.29,8000,"Low"
8,42,1000,0,3.95,40,"CN","unnistore",4.03,"5abb107507c7b470f5efc3cf",80.95,8000,"Low"
8,20,1000,0,3.12,138,"CN","blessua",3.95,"5d30353626e12b6a5c2b44f6",60.00,8000,"Low"
8,7,1000,1,3.61,39,"CN","zhenyangon",4.1,"5c5fc9a63af7386b63c00d25",-14.29,8000,"Low"
8,38,1000,0,4.14,39,"CN","d.m tianji",4.38,"5a1e957fce700d27f347c435",78.95,8000,"Low"
8,7,1000,0,3.4,37,"CN","lovemom",4.02,"5eb763e728a61a40806afbff",-14.29,8000,"Low"
8,7,1000,1,3.69,36,"CN","huaisrysn ",3.77,"5e4de7c0fca4bd0c7f6e62a6",-14.29,8000,"Low"
8,72,1000,0,4.01,41,"CN","may one",3.91,"5d0b42183ae5dc63a3a94efe",88.89,8000,"Low"
8,7,1000,0,3.6,24,"CN","hzruanyf",3.88,"5e9810834500da4e8d0c2376",-14.29,8000,"Low"
8,7,1000,0,3.97,14,"CN","yunquan",3.87,"5ce253c2bffaf674088e8ff3",-14.29,8000,"Low"
8,7,1000,1,3.63,49,"CN","yongxiasto",3.97,"5d2d31d4c15e48540153300a",-14.29,8000,"Low"
